tropicana_juice_smooth_iconic	Tropicana Smooth Style is a ready to drink juice without pulp pressed on sun-dried oranges. Not from concentrate. Mildly pasteurized.	Smooth Style Utan Fruktkött Färskpressad Juice	Sverige, TROPICANA , 1l	100% Apelsinjuice utan fruktkött/ 100% appelsinjuice uten fruktkjøtt / 100% appelsinjuice uden frugtkød.	https://www.hemkop.se/produkt/Smooth-Style-Utan-Fruktkott-Farskpressad-Juice-100985668_ST
tropicana_mandarin_morning_iconic	Tropicana Mandarin Morning is a ready to drink juice without pulp pressed on orange, mandarin and grapes. Not from concentrate. Mildly pasteurized.	Mandarin Grape Orange Färskpressad Juice	Sweden, TROPICANA , 1l	Juice av mandariner (38%), apelsiner/appelsiner med fruktkött/fruktkjøtt/frugtkød (34%), äpple/eple/æble (18%) och/og gröna druvor/druer (10%).	https://www.hemkop.se/produkt/Mandarin-Grape-Orange-Farskpressad-Juice-100985935_ST
arla_ecological_medium_fat_milk_iconic	Fresh skimmed Milk made from Swedish Milk from organic Arlagårdar. Skimmed milk has a delicious full flavor and is a popular choice for breakfast cereals, porridge or as a drink for the meal. Milk is a natural source of, for example, protein, calcium and vitamin B12. Protein contributes to muscle building and calcium is needed to maintain a normal bone structure. The brand Arla Ko guarantees that the product is made of 100% Swedish milk. The new brown carton has 24 percent lower climate impact compared to the previous white carton.	Skimmed milk Ecological 1.5%	Sweden, ARLA , 1l	Milk, vitamin D. KRAV- organic ingredient. Lowpasteurized.	https://www.hemkop.se/produkt/Mellanmjolk-Ekologisk-1-5procent-101123632_ST
arla_lactose_medium_fat_milk_iconic	Lactose-free skimmed milk made from Swedish milk from Arlagårdar. The product is designed for adults and children with lactose intolerance and is therefore free from lactose. The skimmed milk has a delicious full-bodied milk flavor and is a popular choice for breakfast cereals, porridge or as a drink for the meal. The brand Arla Ko guarantees that the product is made of 100% Swedish milk.	Skimmed milk lactose free 1,5%	Sweden, ARLA KO, 1l	Milk, lactase, vitamin D. Pasteurized.	https://www.hemkop.se/produkt/Mellanmjolk-Laktosfri-1-5procent-100906879_ST
arla_medium_fat_milk_iconic	Fresh skimmed milk made from Swedish milk from Arlagårdar. Skimmed milk has a delicious full-bodied milk flavor and is a popular choice for breakfast cereals, porridge or as a drink for the meal. Milk is a natural source of, for example, protein, calcium and vitamin B12. Protein contributes to muscle building and calcium is needed to maintain a normal bone structure. The brand Arla Ko guarantees that the product is made of 100% Swedish milk.	Skimmed milk 1,5%	Sweden, ARLA KO , 1l	Milk, vitamin D. Lowpasteurized.	https://www.hemkop.se/produkt/Mellanmjolk-1-5procent-100183962_ST
arla_standard_milk_iconic	Fresh standard milk made from Swedish milk from Arlagårdar. The taste is round and full of clear flavors of cream. This makes it extra good for coffee, tea and chocolate. Standard milk can also be used for cooking, berries and porridge. Milk is a natural source of, for example, protein, calcium and vitamin B12. Protein contributes to muscle building and calcium is needed to maintain a normal bone structure. The brand Arla Ko guarantees that the product is made of 100 percent Swedish milk.	Mjölk 3%	Sweden, ARLA KO , 1l	MJÖLK, vitamin D. Lågpastöriserad.	https://www.hemkop.se/produkt/Mjolk-3procent-100183944_ST
garant_ecological_medium_fat_milk_iconic	Organic skimmed milk from our Swedish KRAV farms. 1.5 percent fat. Garant's organic labeling tells us that a product is organic and sometimes even KRAV-labeled. Our assortment is constantly filled with more EKO products.	Mellanmjölk Ekologisk 1,5%	Sverige, GARANT EKO , 1l	INGREDIENSER: Lågpastöriserad MJÖLK*, vitamin D. *KRAV-godkänd råvara.	https://www.hemkop.se/produkt/Mellanmjolk-Ekologisk-1-5procent-101187327_ST
garant_ecological_standard_milk_iconic	Ecological milk from Swedish KRAV-labeled farms.	Standardmjölk Ekologisk 3%	Sweden, GARANT EKO , 1l	INGREDIENSER: Lågpastöriserad MJÖLK*. *KRAV-godkänd råvara.	https://www.hemkop.se/produkt/Standardmjolk-Ekologisk-3procent-101187312_ST
oatly_natural_oatghurt_iconic	Whole vegetable ghurt, used as yoghurt. Can also be used for cold sauces.	Havregurt Naturell	Sverige, OATLY , 1kg	INGREDIENSER: Syrad havrebas (vatten, HAVRE 12%, syrningskultur), potatisstärkelse, rapsolja, kalciumkarbonat, kalciumfosfat, naturlig arom, vitaminer (D2, riboflavin och B12).	https://www.hemkop.se/produkt/Havregurt-Naturell-101223139_ST
oatly_oat_milk_iconic	A natural oat drink, enriched with calcium and vitamins. Has long shelf life and can be stored at room temperature.	Havredryck Berikad Färsk	Sverige, OATLY , 1l	INGREDIENSER: Havrebas (vatten, HAVRE 10 %), rapsolja, kalciumkarbonat, kalciumfosfater, joderat salt, vitaminer (D2, riboflavin och B12).	https://www.hemkop.se/produkt/Havredryck-Berikad-Farsk-101223155_ST
arla_ecological_sour_cream_iconic	KRAV-labeled sour cream made from fresh cream from Swedish organic Arlagårdar. Sour cream is a real classic that has its obvious place for both everyday and weekend. It has an acidic, creamy and fresh taste with a slightly creamy consistency and is excellent as a natural accessory or as a base in cold sauces and dressings. With its fresh acid it softens the heat from spicy dishes. The brand Arla Ko guarantees that the product is made of 100% Swedish milk.	Sour cream ecological 12%	Sweden, ARLA KO, 3dl	Cream (Pasteurized) fat content 12%, starter culture. *KRAV organic ingredients.	https://www.hemkop.se/produkt/Graddfil-Eko-12procent-101196968_ST
arla_sour_cream_iconic	Sour cream made from fresh cream from Swedish Arlagårdar. Sour cream is a real classic that has its obvious place for both weekday and weekend. It has an acidic, creamy and fresh taste with a slightly creamy texture. The product is excellent as a natural accessory or as a base in cold sauces and dressings. With its fresh acid it softens the heat from spicy dishes. The brand Arla Ko guarantees that the product is made of 100% Swedish milk.	Gräddfil 12%	Sweden, ARLA KO , 3dl	Högpastöriserad GRÄDDE fetthalt 12% och syrningskultur.	https://www.hemkop.se/produkt/Graddfil-12procent-100480800_ST
arla_sour_milk_iconic	Classic sour milk made from Swedish milk from Arlagårdar. The flavor is slightly acidic with characteristically sour milk aroma and light creaminess. The texture is a bit thicker and the sour milk can be eaten with muesli, cereal, fruit or berries. Sour milk has a long history in Sweden - already in the Viking era you have had sour milk-like products. The brand Arla Ko guarantees that the product is made of 100% Swedish milk.	Filmjölk 3%	Sweden, ARLA KO , 1kg	Högpastöriserad MJÖLK, filkultur, vitamin D.	https://www.hemkop.se/produkt/Filmjolk-3procent-101207046_ST
alpro_blueberry_soyghurt_iconic	Soy based ghurt, used as yoghurt, with mild blueberry taste and creamy texture.	Blueberry Yofu Soyghurt	ALPRO , 750g	Water, sugar, peeled soy beans (7,2%), blueberry (6%), glucose-fructose syrup, tricalcium citrate, acidity regulator (sodium citrate, citric acid), stabilizer (pectin), natural aroma, hibiscus and carrot juice concentrate, sea salt, vitamins (riboflavin (B2), B12, D2), antioxdant (tokopherol, ascorbyl palmitate), yoghurt culture (S. thermophilus, L. bulgaricus).	https://www.hemkop.se/produkt/Blabar-Yofu-Sojayoghurt-101189719_ST
alpro_vanilla_soyghurt_iconic	Soy based ghurt, used as yoghurt, with mild vanilla taste and and creamy texture.	Mild & Creamy Vanilla Soyghurt	ALPRO , 750g	Water, sugar, peeled soy beans (7,5%), tricalcium citrate, stabilizer (pectin), acidity regulator (sodium citrate, citric acid), vanilla powder (0,3%), aroma, dye (mixed carotene), sea salt, antioxidant (tokopherol, ascorbyl palmitate), yoghurt culture (S. thermophilus, L. bulgaricus), vitamins (riboflavin (B2), B12, D2)	https://www.hemkop.se/produkt/Mild-och-Creamy-Vanilj-Sojayoghurt-101189736_ST
alpro_fresh_soy_milk_iconic	Fresh soy based drink, enriched with calcium and vitamins.	Soy drink Calcium Fresh	ALPRO , 1l	Water, peeled soy beans (5,9%), sugar, tricalcium phosphate, sea salt, stabilizer (gellan gum), aroma, vitamins (riboflavin (B2), B12, D2).	https://www.hemkop.se/produkt/Sojadryck-Kalcium-Farsk-101026569_ST
alpro_shelf_soy_milk_iconic	Soy based drink, enriched with calcium and vitamins. Can be stored in room temperature.	Soy drink calcium	ALPRO , 1l	Water, peeled soy beans (8%), sugar, calcium carbonates, acidity regulator (potassium phosphate), sea salt, stabilizer (gellan gum), aroma, vitamins ((B2, B12, D2).	https://www.hemkop.se/produkt/Sojadryck-Kalcium-101220250_ST
arla_mild_vanilla_yoghurt_iconic	Mild and smooth vanilla yoghurt made of Swedish milk from Arlagårdar. The texture is creamy and tender, the taste soft and round. The yoghurt fits well for breakfast and snacks for the whole family. Eat it as it is or with muesli, flakes, fruit and berries. Vanilla yoghurt is also a perfect base for smoothies. The brand Arla Ko guarantees that the product is made of 100% Swedish milk.	Mild Yoghurt Vanilla	Sweden, ARLA KO , 1l	Pasteurized milk, sugar 5%, milk protein, natural aroma, vanilla extract, mild yoghurt culture, vitamin D.	https://www.hemkop.se/produkt/Mild-Yoghurt-Vanilj-100575995_ST
arla_natural_mild_low_fat_yoghurt_iconic	Keyhole-labeled light yoghurt with creamy texture and natural taste. With its low fat content, the yoghurt is an excellent choice if you want to eat healthy without having to sacrifice the good taste. The yoghurt fits well for both breakfast and snacks. Eat it as it is or with muesli, flakes, fruit and berries. The brand Arla Ko guarantees that the product is made of 100% Swedish milk.	Mild Lättyoghurt Naturell 0,5%	Sweden, ARLA KO , 1l	Högpastöriserad mjölk, mjölkprotein, mild yoghurtkultur, vitamin D.	https://www.hemkop.se/produkt/Mild-Lattyoghurt-Naturell-0-5procent-100232240_ST
arla_natural_yoghurt_iconic	Creamy, slightly more acidic yoghurt with a clear yoghurt character. Acidic with selected bacterial strains giving extra clear yoghurt aroma. The yoghurt tastes as good for breakfast as snack and fits well with nuts, honey and fresh berries. With its creamy texture and clear acid, it is also great for kebab sauce, baking bread and yoghurt drinks. The brand Arla Ko guarantees that the product is made of 100% Swedish milk.	Yoghurt Naturell	Sweden, ARLA KO , 1l	Högpastöriserad mjölk och yoghurtkultur, vitamin D.	https://www.hemkop.se/produkt/Yoghurt-Naturell-101257113_ST
valio_vanilla_yoghurt_iconic	The original! Valio's creamy vanilla yoghurt original. The yogurt is carefully sugared with 30 percent less added sugar than regular flavored yogurt. Great for both breakfast and snacks.	Vaniljyoghurt Original 2%	Finland, VALIO , 1kg	Högpastöriserad MJÖLK, vatten, socker (5,2%) modifierad potatisstärkelse, aromer, malen vaniljstång, vaniljextrakt, yoghurtkultur, Lactobacillus acidophilus, Bifidobacterium sp. och D-vitamin.	https://www.hemkop.se/produkt/Vaniljyoghurt-Original-2procent-100300906_ST
yoggi_strawberry_yoghurt_iconic	Lovely creamy yoghurt rich in fruit. It is made of natural ingredients with a mild, round taste of strawberries and vanilla. Yoggi original is a pleasure that saturates and gives energy whenever you want. The taste is completely natural and it is the fruit that gives the yoghurt the fine color. The yoghurt suits the whole family and can be enjoyed at breakfast time, as a quick snack or a simple dessert. The symbol of the blueish yellow milk can guarantees 100 percent Swedish milk.	Vaniljyoghurt Jordgubb 2%	Sverige, YOGGI , 1kg	MJÖLK, jordgubbar 8 %, socker 8 %, MJÖLKPROTEIN, majsstärkelse, naturlig arom, vaniljextrakt, yoghurtkultur, vitamin D. Mjölken är högpastöriserad.	https://www.hemkop.se/produkt/Vaniljyoghurt-Jordgubb-2procent-100049877_ST
yoggi_vanilla_yoghurt_iconic	Creamy yoghurt made of natural ingredients with mild and tender taste of real vanilla from Madagascar. The yoghurt, estimated by both small and large, can be enjoyed at breakfast time, as a quick snack or a simple dessert. It belongs to the Yoggi original family, which is Sweden's most purchased fruit yoghurt. The symbol of the blueish yellow milk can guarantees 100 percent Swedish milk.	Madagaskar Vanilj Yoghurt 2%	Sverige, YOGGI , 1l	MJÖLK, socker 8 %, MJÖLKPROTEIN, majsstärkelse, vaniljextrakt från Madagaskar 0,2 %, mald vaniljstång 0,02 %, syra (citronsyra), yoghurtkultur, vitamin D. Mjölken är högpastöriserad	https://www.hemkop.se/produkt/Madagaskar-Vanilj-Yoghurt-2procent-101024268_ST
brown_cap_mushroom_iconic	The forest mushroom is also called chestnut mushroom, and is a brown mushroom with a fuller flavor than the white mushrooms. It can be eaten raw in for example salads, but are also good to boil, pan-fry or fry.	Forest mushroom Class 1	undefined	The forest mushroom is also called chestnut mushroom, and is a brown mushroom with a fuller flavor than the white mushrooms. It can be eaten raw in for example salads, but are also good to boil, pan-fry or fry.	https://www.hemkop.se/produkt/Skogschampinjo-Klass-1-100152166_KG
yellow_onion_iconic	Yellow onion is a good flavoring. Fits well both cold and hot in cooking.	Onion Yellow Class 1	Sweden, ca 150g	Yellow onion is a good flavoring. Fits well both cold and hot in cooking.	https://www.hemkop.se/produkt/Lok-Gul-Klass-1-100269139_KG
green_bell_pepper_iconic	There are a variety of colors of peppers. The most common ones are green, yellow, orange, red and white. The paprika always starts as green, but then shifts color when the it becomes more ripe. A green pepper is an unripe and hence a little firmer than the other ones, making it suitable for warm dishes, for example chili con carne, pies, gratin and various pots.	Pepper Green Class 1	The Netherlands, ca 210g	There are a variety of colors of peppers. The most common ones are green, yellow, orange, red and white. The paprika always starts as green, but then shifts color when the it becomes more ripe. A green pepper is an unripe and hence a little firmer than the other ones, making it suitable for warm dishes, for example chili con carne, pies, gratin and various pots.	https://www.hemkop.se/produkt/Paprika-Gron-Gron-Klass-1-100149224_KG
orange_bell_pepper_iconic	The orange pepper is sweeter than the green. It also contains more vitamins and antioxidants than the green. Peppers are good to eat raw in salads and as garnish, but are also good to fry, stew or gratinate, for example with filling. Paprika also fits well in pots, gratins and pies.	Pepper Orange Class 1	The Netherlands, ca 210g	The orange pepper is sweeter than the green. It also contains more vitamins and antioxidants than the green. Peppers are good to eat raw in salads and as garnish, but are also good to fry, stew or gratinate, for example with filling. Paprika also fits well in pots, gratins and pies.	https://www.hemkop.se/produkt/Paprika-Orange-Klass-1-100149288_KG
red_bell_pepper_iconic	The red peppers are much sweeter than the green ones. It also contains more vitamins and antioxidants than the green. Peppers are good to eat raw in salads and as garnish, but are also good to fry, stew or gratinate, for example. with filling. Paprika also fits well in pots, gratins and pies.	Pepper Red Class 1	The Netherlands, ca 210g	The red peppers are much sweeter than the green ones. It also contains more vitamins and antioxidants than the green. Peppers are good to eat raw in salads and as garnish, but are also good to fry, stew or gratinate, for example. with filling. Paprika also fits well in pots, gratins and pies.	https://www.hemkop.se/produkt/Paprika-Rod-Rod-Klass-1-100149359_KG
yellow_bell_pepper_iconic	The yellow pepper is much sweeter than the green. It also contains more vitamins and antioxidants than the green. Peppers are good to eat raw in salads and as garnish, but are also good to fry, stew or gratinate, for example with filling. Paprika also fits well in pots, gratins and pies.	Pepper Yellow Class 1	The Netherlands, ca 210g	The yellow pepper is much sweeter than the green. It also contains more vitamins and antioxidants than the green. Peppers are good to eat raw in salads and as garnish, but are also good to fry, stew or gratinate, for example with filling. Paprika also fits well in pots, gratins and pies.	https://www.hemkop.se/produkt/Paprika-Gul-Gul-Klass-1-100149251_KG
floury_potato_iconic	Floury potatoes. Extra good for mashed potatoes and to press.	Potato Floury Class 1	undefined	Floury potatoes. Extra good for mashed potatoes and to press.	https://www.hemkop.se/produkt/Potatis-Mjolig-Klass-1-100150541_KG
solid_potato_iconic	Solid potatoes. A good allround potato that fits well most of the time.	Potato Solid Class 1	undefined	Solid potatoes. A good allround potato that fits well most of the time.	https://www.hemkop.se/produkt/Potatis-Fast-Klass-1-100150587_KG
sweet_potato_iconic	Sweet potatoes are oblong, irregularly shaped tubers, often slightly larger than regular potatoes. The peel is light brown or red. There are two varieties, one with light pulp and one with yellow orange pulp. Sweet potatoes are used like regular potatoes, but the taste is very different. The sweet potato is very sweet and a bit softer than regular potatoes. It can also be used in desserts, pies and cakes.	Sweet potato Class 1	USA, ca 360g	Sweet potatoes are oblong, irregularly shaped tubers, often slightly larger than regular potatoes. The peel is light brown or red. There are two varieties, one with light pulp and one with yellow orange pulp. Sweet potatoes are used like regular potatoes, but the taste is very different. The sweet potato is very sweet and a bit softer than regular potatoes. It can also be used in desserts, pies and cakes.	https://www.hemkop.se/produkt/Sotpotatis-Klass-1-100150827_KG
beef_tomato_iconic	An extra large tomato suitable for well for hamburgers and on the grill or in the oven.	Beef tomato Class 1	The Netherlands, ca 200g	An extra large tomato suitable for well for hamburgers and on the grill or in the oven.	https://www.hemkop.se/produkt/Bifftomat-Klass-1-100152488_KG
regular_tomato_iconic	Round and fine tomatoes from Sweden. Rinse and have in the salad or on the sandwich.	Tomato Class 1	Sweden, ca 80g	Round and fine tomatoes from Sweden. Rinse and have in the salad or on the sandwich.	https://www.hemkop.se/produkt/Tomat-Sverige-Klass-1-100521259_KG
vine_tomato_iconic	Round tomatoes with vines in the package. Rinse and have in the salad or on the sandwich.	Vine tomato Class 1	The Netherlands, ca 140g	Round tomatoes with vines in the package. Rinse and have in the salad or on the sandwich.	https://www.hemkop.se/produkt/Kvisttomat-Klass-1-100152282_KG2
